S_OK	0x00000000
ERROR_GRAPHICS_PINNED_MODE_MUST_REMAIN_IN_SET	0xC0262312
ERROR_GRAPHICS_PATH_ALREADY_IN_TOPOLOGY	0xC0262313
ERROR_GRAPHICS_MODE_ALREADY_IN_MODESET	0xC0262314
ERROR_GRAPHICS_INVALID_VIDEOPRESENTSOURCESET	0xC0262315
ERROR_GRAPHICS_INVALID_VIDEOPRESENTTARGETSET	0xC0262316
ERROR_GRAPHICS_SOURCE_ALREADY_IN_SET	0xC0262317
ERROR_GRAPHICS_TARGET_ALREADY_IN_SET	0xC0262318
ERROR_GRAPHICS_INVALID_VIDPN_PRESENT_PATH	0xC0262319
ERROR_GRAPHICS_NO_RECOMMENDED_VIDPN_TOPOLOGY	0xC026231A
ERROR_GRAPHICS_INVALID_MONITOR_FREQUENCYRANGESET	0xC026231B
ERROR_GRAPHICS_INVALID_MONITOR_FREQUENCYRANGE	0xC026231C
ERROR_GRAPHICS_FREQUENCYRANGE_NOT_IN_SET	0xC026231D
ERROR_GRAPHICS_FREQUENCYRANGE_ALREADY_IN_SET	0xC026231F
ERROR_GRAPHICS_STALE_MODESET	0xC0262320
ERROR_GRAPHICS_INVALID_MONITOR_SOURCEMODESET	0xC0262321
ERROR_GRAPHICS_INVALID_MONITOR_SOURCE_MODE	0xC0262322
ERROR_GRAPHICS_NO_RECOMMENDED_FUNCTIONAL_VIDPN	0xC0262323
ERROR_GRAPHICS_MODE_ID_MUST_BE_UNIQUE	0xC0262324
ERROR_GRAPHICS_EMPTY_ADAPTER_MONITOR_MODE_SUPPORT_INTERSECTION	0xC0262325
ERROR_GRAPHICS_VIDEO_PRESENT_TARGETS_LESS_THAN_SOURCES	0xC0262326
ERROR_GRAPHICS_PATH_NOT_IN_TOPOLOGY	0xC0262327
ERROR_GRAPHICS_ADAPTER_MUST_HAVE_AT_LEAST_ONE_SOURCE	0xC0262328
ERROR_GRAPHICS_ADAPTER_MUST_HAVE_AT_LEAST_ONE_TARGET	0xC0262329
ERROR_GRAPHICS_INVALID_MONITORDESCRIPTORSET	0xC026232A
ERROR_GRAPHICS_INVALID_MONITORDESCRIPTOR	0xC026232B
ERROR_GRAPHICS_MONITORDESCRIPTOR_NOT_IN_SET	0xC026232C
ERROR_GRAPHICS_MONITORDESCRIPTOR_ALREADY_IN_SET	0xC026232D
ERROR_GRAPHICS_MONITORDESCRIPTOR_ID_MUST_BE_UNIQUE	0xC026232E
ERROR_GRAPHICS_INVALID_VIDPN_TARGET_SUBSET_TYPE	0xC026232F
ERROR_GRAPHICS_RESOURCES_NOT_RELATED	0xC0262330
ERROR_GRAPHICS_SOURCE_ID_MUST_BE_UNIQUE	0xC0262331
ERROR_GRAPHICS_TARGET_ID_MUST_BE_UNIQUE	0xC0262332
ERROR_GRAPHICS_NO_AVAILABLE_VIDPN_TARGET	0xC0262333
ERROR_GRAPHICS_MONITOR_COULD_NOT_BE_ASSOCIATED_WITH_ADAPTER	0xC0262334
ERROR_GRAPHICS_NO_VIDPNMGR	0xC0262335
ERROR_GRAPHICS_NO_ACTIVE_VIDPN	0xC0262336
ERROR_GRAPHICS_STALE_VIDPN_TOPOLOGY	0xC0262337
ERROR_GRAPHICS_MONITOR_NOT_CONNECTED	0xC0262338
ERROR_GRAPHICS_SOURCE_NOT_IN_TOPOLOGY	0xC0262339
ERROR_GRAPHICS_INVALID_PRIMARYSURFACE_SIZE	0xC026233A
ERROR_GRAPHICS_INVALID_VISIBLEREGION_SIZE	0xC026233B
ERROR_GRAPHICS_INVALID_STRIDE	0xC026233C
ERROR_GRAPHICS_INVALID_PIXELFORMAT	0xC026233D
ERROR_GRAPHICS_INVALID_COLORBASIS	0xC026233E
ERROR_GRAPHICS_INVALID_PIXELVALUEACCESSMODE	0xC026233F
ERROR_GRAPHICS_TARGET_NOT_IN_TOPOLOGY	0xC0262340
ERROR_GRAPHICS_NO_DISPLAY_MODE_MANAGEMENT_SUPPORT	0xC0262341
ERROR_GRAPHICS_VIDPN_SOURCE_IN_USE	0xC0262342
ERROR_GRAPHICS_CANT_ACCESS_ACTIVE_VIDPN	0xC0262343
ERROR_GRAPHICS_INVALID_PATH_IMPORTANCE_ORDINAL	0xC0262344
ERROR_GRAPHICS_INVALID_PATH_CONTENT_GEOMETRY_TRANSFORMATION	0xC0262345
ERROR_GRAPHICS_PATH_CONTENT_GEOMETRY_TRANSFORMATION_NOT_SUPPORTED	0xC0262346
ERROR_GRAPHICS_INVALID_GAMMA_RAMP	0xC0262347
ERROR_GRAPHICS_GAMMA_RAMP_NOT_SUPPORTED	0xC0262348
ERROR_GRAPHICS_MULTISAMPLING_NOT_SUPPORTED	0xC0262349
ERROR_GRAPHICS_MODE_NOT_IN_MODESET	0xC026234A
ERROR_GRAPHICS_INVALID_VIDPN_TOPOLOGY_RECOMMENDATION_REASON	0xC026234D
ERROR_GRAPHICS_INVALID_PATH_CONTENT_TYPE	0xC026234E
ERROR_GRAPHICS_INVALID_COPYPROTECTION_TYPE	0xC026234F
ERROR_GRAPHICS_UNASSIGNED_MODESET_ALREADY_EXISTS	0xC0262350
ERROR_GRAPHICS_INVALID_SCANLINE_ORDERING	0xC0262352
ERROR_GRAPHICS_TOPOLOGY_CHANGES_NOT_ALLOWED	0xC0262353
ERROR_GRAPHICS_NO_AVAILABLE_IMPORTANCE_ORDINALS	0xC0262354
ERROR_GRAPHICS_INCOMPATIBLE_PRIVATE_FORMAT	0xC0262355
ERROR_GRAPHICS_INVALID_MODE_PRUNING_ALGORITHM	0xC0262356
ERROR_GRAPHICS_SPECIFIED_CHILD_ALREADY_CONNECTED	0xC0262400
ERROR_GRAPHICS_CHILD_DESCRIPTOR_NOT_SUPPORTED	0xC0262401
ERROR_GRAPHICS_NOT_A_LINKED_ADAPTER	0xC0262430
ERROR_GRAPHICS_LEADLINK_NOT_ENUMERATED	0xC0262431
ERROR_GRAPHICS_CHAINLINKS_NOT_ENUMERATED	0xC0262432
ERROR_GRAPHICS_ADAPTER_CHAIN_NOT_READY	0xC0262433
ERROR_GRAPHICS_CHAINLINKS_NOT_STARTED	0xC0262434
ERROR_GRAPHICS_CHAINLINKS_NOT_POWERED_ON	0xC0262435
ERROR_GRAPHICS_INCONSISTENT_DEVICE_LINK_STATE	0xC0262436
ERROR_GRAPHICS_NOT_POST_DEVICE_DRIVER	0xC0262438
ERROR_GRAPHICS_OPM_NOT_SUPPORTED	0xC0262500
ERROR_GRAPHICS_COPP_NOT_SUPPORTED	0xC0262501
ERROR_GRAPHICS_UAB_NOT_SUPPORTED	0xC0262502
ERROR_GRAPHICS_OPM_INVALID_ENCRYPTED_PARAMETERS	0xC0262503
ERROR_GRAPHICS_OPM_PARAMETER_ARRAY_TOO_SMALL	0xC0262504
ERROR_GRAPHICS_OPM_NO_VIDEO_OUTPUTS_EXIST	0xC0262505
ERROR_GRAPHICS_PVP_NO_DISPLAY_DEVICE_CORRESPONDS_TO_NAME	0xC0262506
ERROR_GRAPHICS_PVP_DISPLAY_DEVICE_NOT_ATTACHED_TO_DESKTOP	0xC0262507
ERROR_GRAPHICS_PVP_MIRRORING_DEVICES_NOT_SUPPORTED	0xC0262508
ERROR_GRAPHICS_OPM_INVALID_POINTER	0xC026250A
ERROR_GRAPHICS_OPM_INTERNAL_ERROR	0xC026250B
ERROR_GRAPHICS_OPM_INVALID_HANDLE	0xC026250C
ERROR_GRAPHICS_PVP_NO_MONITORS_CORRESPOND_TO_DISPLAY_DEVICE	0xC026250D
ERROR_GRAPHICS_PVP_INVALID_CERTIFICATE_LENGTH	0xC026250E
ERROR_GRAPHICS_OPM_SPANNING_MODE_ENABLED	0xC026250F
ERROR_GRAPHICS_OPM_THEATER_MODE_ENABLED	0xC0262510
ERROR_GRAPHICS_PVP_HFS_FAILED	0xC0262511
ERROR_GRAPHICS_OPM_INVALID_SRM	0xC0262512
ERROR_GRAPHICS_OPM_OUTPUT_DOES_NOT_SUPPORT_HDCP	0xC0262513
ERROR_GRAPHICS_OPM_OUTPUT_DOES_NOT_SUPPORT_ACP	0xC0262514
ERROR_GRAPHICS_OPM_OUTPUT_DOES_NOT_SUPPORT_CGMSA	0xC0262515
ERROR_GRAPHICS_OPM_HDCP_SRM_NEVER_SET	0xC0262516
ERROR_GRAPHICS_OPM_RESOLUTION_TOO_HIGH	0xC0262517
ERROR_GRAPHICS_OPM_ALL_HDCP_HARDWARE_ALREADY_IN_USE	0xC0262518
ERROR_GRAPHICS_OPM_VIDEO_OUTPUT_NO_LONGER_EXISTS	0xC0262519
ERROR_GRAPHICS_OPM_SESSION_TYPE_CHANGE_IN_PROGRESS	0xC026251A
ERROR_GRAPHICS_I2C_NOT_SUPPORTED	0xC0262580
ERROR_GRAPHICS_I2C_DEVICE_DOES_NOT_EXIST	0xC0262581
ERROR_GRAPHICS_I2C_ERROR_TRANSMITTING_DATA	0xC0262582
ERROR_GRAPHICS_I2C_ERROR_RECEIVING_DATA	0xC0262583
ERROR_GRAPHICS_DDCCI_VCP_NOT_SUPPORTED	0xC0262584
ERROR_GRAPHICS_DDCCI_INVALID_DATA	0xC0262585
ERROR_GRAPHICS_DDCCI_MONITOR_RETURNED_INVALID_TIMING_STATUS_BYTE	0xC0262586
ERROR_GRAPHICS_MCA_INVALID_CAPABILITIES_STRING	0xC0262587
ERROR_GRAPHICS_MCA_INTERNAL_ERROR	0xC0262588
ERROR_GRAPHICS_DDCCI_INVALID_MESSAGE_COMMAND	0xC0262589
ERROR_GRAPHICS_DDCCI_INVALID_MESSAGE_LENGTH	0xC026258A
ERROR_GRAPHICS_DDCCI_INVALID_MESSAGE_CHECKSUM	0xC026258B
ERROR_GRAPHICS_PMEA_INVALID_MONITOR	0xC02625D6
ERROR_GRAPHICS_PMEA_INVALID_D3D_DEVICE	0xC02625D7
ERROR_GRAPHICS_DDCCI_CURRENT_CURRENT_VALUE_GREATER_THAN_MAXIMUM_VALUE	0xC02625D8
ERROR_GRAPHICS_MCA_INVALID_VCP_VERSION	0xC02625D9
ERROR_GRAPHICS_MCA_MONITOR_VIOLATES_MCCS_SPECIFICATION	0xC02625DA
ERROR_GRAPHICS_MCA_MCCS_VERSION_MISMATCH	0xC02625DB
ERROR_GRAPHICS_MCA_UNSUPPORTED_MCCS_VERSION	0xC02625DC
ERROR_GRAPHICS_MCA_INVALID_TECHNOLOGY_TYPE_RETURNED	0xC02625DE
ERROR_GRAPHICS_MCA_UNSUPPORTED_COLOR_TEMPERATURE	0xC02625DF
ERROR_GRAPHICS_ONLY_CONSOLE_SESSION_SUPPORTED	0xC02625E0
